event_id,session_id,user_id,timestamp,amount,quantity,category,merchant,merchant_known,declared_max_amount,declared_max_qty,hist_avg_amount,amount_dev_ratio,category_matches_home,tool_calls_in_session,session_duration_s,retry_count,hour_of_day,idempotency_key,scenario_label,is_violation
sess_002258_a1,sess_002258,112,2026-06-12T14:30:44,1160.67,1,fashion,merchant_034,1,7196.64,2,1644.12,0.706,0,3,454,0,14,sess_002258_1,legit,0
sess_002258_a2,sess_002258,112,2026-06-12T14:48:51,1377.04,1,travel,merchant_013,0,7196.64,2,1644.12,0.838,1,3,482,0,14,sess_002258_2,legit,0
sess_002258_a3,sess_002258,112,2026-06-12T14:46:20,1854.31,1,travel,merchant_023,1,7196.64,2,1644.12,1.128,1,5,430,1,14,sess_002258_3,legit,0
sess_002258_a4,sess_002258,112,2026-06-12T14:56:25,1237.0,1,travel,merchant_034,1,7196.64,2,1644.12,0.752,1,5,319,0,14,sess_002258_4,legit,0
sess_002259_a0,sess_002259,112,2026-06-11T02:33:35,8692.34,1,travel,merchant_033,1,7196.64,2,1644.12,5.287,1,5,444,1,2,sess_002259_0,amount_manipulation,1
sess_002260_a0,sess_002260,112,2026-01-27T18:26:06,1076.18,1,travel,merchant_033,1,7196.64,2,1644.12,0.655,1,2,580,1,18,sess_002260_0,replay,1
sess_002260_a1,sess_002260,112,2026-01-27T18:29:42,12578.16,1,travel,merchant_057,1,7196.64,2,1644.12,7.65,1,3,134,1,18,sess_002260_1,amount_manipulation,1
sess_002260_a2,sess_002260,112,2026-01-27T18:29:42,1369.94,4,travel,merchant_058,1,7196.64,2,1644.12,0.833,1,5,415,0,18,sess_002260_2,quantity_manipulation,1
sess_002260_a3,sess_002260,112,2026-01-27T18:38:08,1694.88,1,fashion,merchant_012,0,7196.64,2,1644.12,1.031,0,3,331,0,18,sess_002260_3,merchant_substitution,1
sess_002260_a4,sess_002260,112,2026-01-27T18:45:45,1132.29,1,travel,merchant_035,0,7196.64,2,1644.12,0.689,1,2,183,1,18,sess_002260_4,merchant_substitution,1
sess_002261_a0,sess_002261,113,2026-04-05T01:03:14,25724.24,1,groceries,merchant_052,0,17654.19,2,1822.97,14.111,1,2,224,1,1,sess_002261_0,amount_manipulation,1
sess_002261_a1,sess_002261,113,2026-04-05T00:58:50,1567.99,1,groceries,merchant_012,0,17654.19,2,1822.97,0.86,1,5,584,1,0,sess_002261_1,merchant_substitution,1
sess_002261_a2,sess_002261,113,2026-04-05T01:19:48,32884.74,1,groceries,merchant_043,1,17654.19,2,1822.97,18.039,1,4,362,0,1,sess_002261_2,amount_manipulation,1
sess_002261_a3,sess_002261,113,2026-04-05T01:12:40,38112.31,1,groceries,merchant_019,1,17654.19,2,1822.97,20.907,1,4,106,1,1,sess_002261_3,amount_manipulation,1
sess_002262_a0,sess_002262,113,2026-04-05T02:54:56,2504.37,1,groceries,merchant_007,1,17654.19,2,1822.97,1.374,1,5,350,0,2,sess_002262_0,legit,0
sess_002262_a1,sess_002262,113,2026-04-05T03:04:46,2443.27,1,groceries,merchant_017,0,17654.19,2,1822.97,1.34,1,2,426,1,3,sess_002262_1,legit,0
sess_002262_a2,sess_002262,113,2026-04-05T02:55:39,2455.6,1,groceries,merchant_045,0,17654.19,2,1822.97,1.347,1,5,251,1,2,sess_002262_2,legit,0
sess_002262_a3,sess_002262,113,2026-04-05T02:57:32,50.0,1,groceries,merchant_007,1,17654.19,2,1822.97,0.027,1,5,251,0,2,sess_002262_3,legit,0
sess_002263_a0,sess_002263,113,2026-04-06T00:06:51,34002.19,1,groceries,merchant_009,1,17654.19,2,1822.97,18.652,1,4,439,1,0,sess_002263_0,amount_manipulation,1
sess_002263_a1,sess_002263,113,2026-04-06T00:13:48,2713.53,4,electronics,merchant_056,0,17654.19,2,1822.97,1.489,0,5,117,0,0,sess_002263_1,quantity_manipulation,1
sess_002263_a2,sess_002263,113,2026-04-06T00:29:03,1986.88,1,subscriptions,merchant_018,0,17654.19,2,1822.97,1.09,0,3,557,0,0,sess_002263_2,merchant_substitution,1
sess_002263_a3,sess_002263,113,2026-04-06T00:04:04,2085.54,1,groceries,merchant_007,1,17654.19,2,1822.97,1.144,1,14,47,0,0,sess_002263_3,velocity_abuse,1
sess_002263_a4,sess_002263,113,2026-04-06T00:39:35,1043.37,6,groceries,merchant_007,1,17654.19,2,1822.97,0.572,1,5,275,1,0,sess_002263_4,quantity_manipulation,1
sess_002264_a0,sess_002264,113,2026-04-23T08:23:30,1295.1,1,groceries,merchant_019,1,17654.19,2,1822.97,0.71,1,5,195,1,8,sess_002264_0,legit,0
sess_002264_a1,sess_002264,113,2026-04-23T08:35:22,1592.72,1,groceries,merchant_007,1,17654.19,2,1822.97,0.874,1,3,504,0,8,sess_002264_1,legit,0
sess_002264_a2,sess_002264,113,2026-04-23T08:40:57,2205.21,1,groceries,merchant_007,1,17654.19,2,1822.97,1.21,1,3,294,1,8,sess_002264_2,legit,0
sess_002265_a0,sess_002265,113,2026-03-23T07:43:35,2308.8,1,groceries,merchant_018,0,17654.19,2,1822.97,1.267,1,5,213,0,7,sess_002265_0,legit,0
sess_002265_a1,sess_002265,113,2026-03-23T07:41:26,2823.58,1,groceries,merchant_019,1,17654.19,2,1822.97,1.549,1,3,441,1,7,sess_002265_1,legit,0
sess_002265_a2,sess_002265,113,2026-03-23T07:37:09,2490.24,1,groceries,merchant_009,1,17654.19,2,1822.97,1.366,1,3,291,0,7,sess_002265_2,legit,0
sess_002266_a0,sess_002266,113,2026-04-09T22:04:35,2188.54,1,groceries,merchant_009,1,17654.19,2,1822.97,1.201,1,3,164,1,22,sess_002266_0,legit,0
sess_002267_a0,sess_002267,113,2026-05-27T12:16:47,1495.56,1,groceries,merchant_001,0,17654.19,2,1822.97,0.82,1,3,432,0,12,sess_002267_0,legit,0
sess_002267_a1,sess_002267,113,2026-05-27T12:10:06,1564.15,1,groceries,merchant_043,0,17654.19,2,1822.97,0.858,1,5,344,1,12,sess_002267_1,legit,0
sess_002267_a2,sess_002267,113,2026-05-27T12:20:51,2761.96,1,groceries,merchant_009,1,17654.19,2,1822.97,1.515,1,3,127,0,12,sess_002267_2,legit,0
sess_002267_a3,sess_002267,113,2026-05-27T12:16:08,1242.63,1,groceries,merchant_007,1,17654.19,2,1822.97,0.682,1,4,465,1,12,sess_002267_3,legit,0
sess_002268_a0,sess_002268,113,2026-03-10T22:16:32,19243.24,1,subscriptions,merchant_059,0,17654.19,2,1822.97,10.556,0,5,272,0,22,sess_002268_0,amount_manipulation,1
sess_002268_a1,sess_002268,113,2026-03-10T22:12:32,2355.17,1,groceries,merchant_043,1,17654.19,2,1822.97,1.292,1,13,29,0,22,sess_002268_1,velocity_abuse,1
sess_002269_a0,sess_002269,113,2026-05-06T14:11:59,1625.3,1,books,merchant_029,0,17654.19,2,1822.97,0.892,0,2,278,1,14,sess_002269_0,legit,0
sess_002269_a1,sess_002269,113,2026-05-06T14:03:20,1091.15,1,travel,merchant_039,0,17654.19,2,1822.97,0.599,0,3,93,0,14,sess_002269_1,legit,0
sess_002269_a2,sess_002269,113,2026-05-06T14:08:51,1157.5,1,groceries,merchant_026,0,17654.19,2,1822.97,0.635,1,3,170,1,14,sess_002269_2,legit,0
sess_002269_a3,sess_002269,113,2026-05-06T14:36:00,1556.28,1,groceries,merchant_048,0,17654.19,2,1822.97,0.854,1,3,365,1,14,sess_002269_3,legit,0
sess_002270_a0,sess_002270,113,2026-02-22T01:55:30,30660.25,1,groceries,merchant_057,0,17654.19,2,1822.97,16.819,1,4,338,1,1,sess_002270_0,amount_manipulation,1
sess_002270_a1,sess_002270,113,2026-02-22T01:53:28,2174.5,1,groceries,merchant_007,1,17654.19,2,1822.97,1.193,1,13,28,1,1,sess_002270_1,velocity_abuse,1
sess_002270_a2,sess_002270,113,2026-02-22T02:21:12,2245.6,1,groceries,merchant_007,1,17654.19,2,1822.97,1.232,1,5,219,1,2,sess_002270_0,replay,1
sess_002270_a3,sess_002270,113,2026-02-22T02:24:44,32762.51,1,groceries,merchant_047,0,17654.19,2,1822.97,17.972,1,5,244,1,2,sess_002270_3,amount_manipulation,1
sess_002271_a0,sess_002271,113,2026-02-20T21:42:41,1457.07,1,groceries,merchant_009,1,17654.19,2,1822.97,0.799,1,2,109,1,21,sess_002271_0,legit,0
sess_002271_a1,sess_002271,113,2026-02-20T21:48:42,2138.14,1,groceries,merchant_029,0,17654.19,2,1822.97,1.173,1,5,333,1,21,sess_002271_1,legit,0
sess_002271_a2,sess_002271,113,2026-02-20T21:39:18,917.96,1,groceries,merchant_043,1,17654.19,2,1822.97,0.504,1,3,105,1,21,sess_002271_2,legit,0
sess_002271_a3,sess_002271,113,2026-02-20T21:47:44,1496.0,1,groceries,merchant_019,1,17654.19,2,1822.97,0.821,1,2,369,0,21,sess_002271_3,legit,0
sess_002272_a0,sess_002272,113,2026-05-08T03:29:56,2002.41,1,fashion,merchant_007,1,17654.19,2,1822.97,1.098,0,2,325,0,3,sess_002272_0,legit,0
sess_002272_a1,sess_002272,113,2026-05-08T03:29:04,918.62,1,subscriptions,merchant_049,0,17654.19,2,1822.97,0.504,0,5,464,1,3,sess_002272_1,legit,0
sess_002272_a2,sess_002272,113,2026-05-08T03:30:21,2862.47,1,books,merchant_009,1,17654.19,2,1822.97,1.57,0,2,549,0,3,sess_002272_2,legit,0
sess_002273_a0,sess_002273,113,2026-03-30T22:21:26,2508.96,1,electronics,merchant_007,1,17654.19,2,1822.97,1.376,0,2,171,1,22,sess_002273_0,legit,0
sess_002273_a1,sess_002273,113,2026-03-30T22:19:26,1982.19,1,groceries,merchant_039,0,17654.19,2,1822.97,1.087,1,5,560,1,22,sess_002273_1,legit,0
sess_002274_a0,sess_002274,113,2026-01-20T12:41:47,1803.52,1,groceries,merchant_019,1,17654.19,2,1822.97,0.989,1,3,399,0,12,sess_002274_0,legit,0
sess_002274_a1,sess_002274,113,2026-01-20T12:36:46,2485.85,1,groceries,merchant_059,0,17654.19,2,1822.97,1.364,1,4,566,1,12,sess_002274_1,legit,0
sess_002274_a2,sess_002274,113,2026-01-20T12:48:33,2622.47,1,groceries,merchant_007,1,17654.19,2,1822.97,1.439,1,4,534,1,12,sess_002274_2,legit,0
sess_002274_a3,sess_002274,113,2026-01-20T12:52:44,20143.87,1,groceries,merchant_043,1,17654.19,2,1822.97,11.05,1,3,559,1,12,sess_002274_3,amount_manipulation,1
sess_002275_a0,sess_002275,113,2026-04-05T09:48:16,1414.54,1,groceries,merchant_043,1,17654.19,2,1822.97,0.776,1,3,273,0,9,sess_002275_0,legit,0
sess_002275_a1,sess_002275,113,2026-04-05T09:56:34,1867.93,1,electronics,merchant_009,0,17654.19,2,1822.97,1.025,0,4,23,0,9,sess_002275_1,legit,0
sess_002275_a2,sess_002275,113,2026-04-05T09:45:42,1703.3,1,fashion,merchant_019,1,17654.19,2,1822.97,0.934,0,4,507,1,9,sess_002275_2,legit,0
sess_002275_a3,sess_002275,113,2026-04-05T10:01:08,1269.27,1,travel,merchant_043,1,17654.19,2,1822.97,0.696,0,4,259,1,10,sess_002275_3,legit,0
sess_002276_a0,sess_002276,113,2026-02-24T08:04:02,2476.65,1,groceries,merchant_007,1,17654.19,2,1822.97,1.359,1,4,93,2,8,sess_002276_0,replay,1
sess_002277_a0,sess_002277,113,2026-04-11T05:25:39,687.34,1,fashion,merchant_059,0,17654.19,2,1822.97,0.377,0,2,33,0,5,sess_002277_0,merchant_substitution,1
sess_002278_a0,sess_002278,113,2026-03-03T09:35:46,2092.49,1,groceries,merchant_037,0,17654.19,2,1822.97,1.148,1,2,545,0,9,sess_002278_0,legit,0
sess_002278_a1,sess_002278,113,2026-03-03T09:47:18,1438.42,1,books,merchant_046,0,17654.19,2,1822.97,0.789,0,5,348,1,9,sess_002278_1,legit,0
sess_002278_a2,sess_002278,113,2026-03-03T09:55:39,2593.16,1,groceries,merchant_009,1,17654.19,2,1822.97,1.422,1,2,76,0,9,sess_002278_2,legit,0
sess_002278_a3,sess_002278,113,2026-03-03T09:53:04,2466.1,1,subscriptions,merchant_009,1,17654.19,2,1822.97,1.353,0,3,326,0,9,sess_002278_3,legit,0
sess_002278_a4,sess_002278,113,2026-03-03T09:28:55,1502.35,1,groceries,merchant_019,1,17654.19,2,1822.97,0.824,1,2,441,1,9,sess_002278_4,legit,0
sess_002279_a0,sess_002279,113,2026-01-31T18:13:13,1943.18,1,subscriptions,merchant_009,1,17654.19,2,1822.97,1.066,0,4,593,0,18,sess_002279_0,legit,0
sess_002279_a1,sess_002279,113,2026-01-31T18:21:38,2066.71,1,groceries,merchant_019,1,17654.19,2,1822.97,1.134,1,5,476,1,18,sess_002279_1,legit,0
sess_002279_a2,sess_002279,113,2026-01-31T18:18:48,949.83,1,subscriptions,merchant_007,1,17654.19,2,1822.97,0.521,0,2,455,0,18,sess_002279_2,legit,0
sess_002279_a3,sess_002279,113,2026-01-31T18:32:44,1580.46,1,groceries,merchant_043,1,17654.19,2,1822.97,0.867,1,4,197,1,18,sess_002279_3,legit,0
sess_002279_a4,sess_002279,113,2026-01-31T18:15:05,1239.89,1,groceries,merchant_043,1,17654.19,2,1822.97,0.68,1,5,497,1,18,sess_002279_4,legit,0
sess_002280_a0,sess_002280,113,2026-03-29T11:21:43,2317.52,1,groceries,merchant_043,1,17654.19,2,1822.97,1.271,1,2,49,1,11,sess_002280_0,legit,0
sess_002280_a1,sess_002280,113,2026-03-29T11:24:06,1213.6,1,groceries,merchant_009,1,17654.19,2,1822.97,0.666,1,2,589,1,11,sess_002280_1,legit,0
sess_002280_a2,sess_002280,113,2026-03-29T11:15:45,1196.65,1,groceries,merchant_023,0,17654.19,2,1822.97,0.656,1,4,30,0,11,sess_002280_2,legit,0
sess_002280_a3,sess_002280,113,2026-03-29T11:24:52,2321.5,1,groceries,merchant_007,1,17654.19,2,1822.97,1.273,1,5,491,0,11,sess_002280_3,legit,0
sess_002280_a4,sess_002280,113,2026-03-29T11:19:20,1978.94,1,electronics,merchant_008,0,17654.19,2,1822.97,1.086,0,4,373,0,11,sess_002280_4,legit,0
sess_002281_a0,sess_002281,114,2026-04-04T22:09:34,494.71,1,subscriptions,merchant_035,1,2412.77,1,546.54,0.905,1,3,129,0,22,sess_002281_0,legit,0
sess_002281_a1,sess_002281,114,2026-04-04T22:24:48,477.71,1,subscriptions,merchant_035,1,2412.77,1,546.54,0.874,1,4,35,1,22,sess_002281_1,legit,0
sess_002281_a2,sess_002281,114,2026-04-04T22:22:18,535.4,1,subscriptions,merchant_027,1,2412.77,1,546.54,0.98,1,4,89,1,22,sess_002281_2,legit,0
sess_002281_a3,sess_002281,114,2026-04-04T22:12:56,855.61,1,subscriptions,merchant_044,1,2412.77,1,546.54,1.566,1,4,408,1,22,sess_002281_3,legit,0
sess_002281_a4,sess_002281,114,2026-04-04T22:29:50,643.75,1,subscriptions,merchant_056,0,2412.77,1,546.54,1.178,1,3,52,1,22,sess_002281_4,legit,0
sess_002282_a0,sess_002282,114,2026-03-27T07:03:00,441.43,1,subscriptions,merchant_035,1,2412.77,1,546.54,0.808,1,4,558,0,7,sess_002282_0,legit,0
sess_002282_a1,sess_002282,114,2026-03-27T06:55:48,657.72,1,subscriptions,merchant_044,1,2412.77,1,546.54,1.203,1,2,436,1,6,sess_002282_1,legit,0
sess_002282_a2,sess_002282,114,2026-03-27T07:04:30,423.96,1,fashion,merchant_027,1,2412.77,1,546.54,0.776,0,2,237,0,7,sess_002282_2,legit,0
sess_002283_a0,sess_002283,114,2026-07-08T06:20:33,418.01,1,subscriptions,merchant_027,1,2412.77,1,546.54,0.765,1,2,177,1,6,sess_002283_0,legit,0
sess_002283_a1,sess_002283,114,2026-07-08T06:13:26,803.27,1,subscriptions,merchant_027,1,2412.77,1,546.54,1.47,1,2,163,1,6,sess_002283_1,legit,0
sess_002283_a2,sess_002283,114,2026-07-08T06:34:30,176.9,1,subscriptions,merchant_024,0,2412.77,1,546.54,0.324,1,4,376,0,6,sess_002283_2,legit,0
sess_002283_a3,sess_002283,114,2026-07-08T06:36:24,392.7,1,subscriptions,merchant_044,1,2412.77,1,546.54,0.719,1,3,429,1,6,sess_002283_3,legit,0
sess_002283_a4,sess_002283,114,2026-07-08T06:49:50,909.08,1,subscriptions,merchant_000,0,2412.77,1,546.54,1.663,1,3,183,0,6,sess_002283_4,legit,0
sess_002284_a0,sess_002284,114,2026-01-29T00:29:23,628.68,1,groceries,merchant_035,1,2412.77,1,546.54,1.15,0,5,416,1,0,sess_002284_0,legit,0
sess_002284_a1,sess_002284,114,2026-01-29T00:30:12,117.95,1,subscriptions,merchant_044,1,2412.77,1,546.54,0.216,1,3,472,1,0,sess_002284_1,legit,0
sess_002284_a2,sess_002284,114,2026-01-29T00:46:03,531.22,1,subscriptions,merchant_035,1,2412.77,1,546.54,0.972,1,5,518,0,0,sess_002284_2,legit,0
sess_002284_a3,sess_002284,114,2026-01-29T00:36:28,583.67,1,groceries,merchant_044,1,2412.77,1,546.54,1.068,0,3,266,1,0,sess_002284_3,legit,0
sess_002284_a4,sess_002284,114,2026-01-29T00:41:30,608.95,1,subscriptions,merchant_035,1,2412.77,1,546.54,1.114,1,4,31,0,0,sess_002284_4,legit,0
sess_002285_a0,sess_002285,114,2026-06-09T01:19:32,566.97,1,subscriptions,merchant_044,1,2412.77,1,546.54,1.037,1,2,454,1,1,sess_002285_0,legit,0
sess_002285_a1,sess_002285,114,2026-06-09T01:37:00,595.0,1,subscriptions,merchant_027,1,2412.77,1,546.54,1.089,1,2,25,1,1,sess_002285_1,legit,0
sess_002285_a2,sess_002285,114,2026-06-09T01:20:54,405.51,1,groceries,merchant_032,0,2412.77,1,546.54,0.742,0,4,583,0,1,sess_002285_2,legit,0
sess_002286_a0,sess_002286,114,2026-04-15T04:40:40,369.01,1,subscriptions,merchant_035,1,2412.77,1,546.54,0.675,1,2,324,1,4,sess_002286_0,legit,0
sess_002286_a1,sess_002286,114,2026-04-15T04:47:28,866.38,1,subscriptions,merchant_018,0,2412.77,1,546.54,1.585,1,3,513,0,4,sess_002286_1,legit,0
sess_002286_a2,sess_002286,114,2026-04-15T04:42:00,389.97,1,subscriptions,merchant_017,0,2412.77,1,546.54,0.714,1,3,435,0,4,sess_002286_2,legit,0
sess_002287_a0,sess_002287,114,2026-01-20T14:43:51,831.77,1,subscriptions,merchant_004,0,2412.77,1,546.54,1.522,1,5,312,0,14,sess_002287_0,legit,0
sess_002287_a1,sess_002287,114,2026-01-20T14:53:28,545.02,1,subscriptions,merchant_035,1,2412.77,1,546.54,0.997,1,2,242,0,14,sess_002287_1,legit,0
sess_002287_a2,sess_002287,114,2026-01-20T14:45:12,322.09,1,fashion,merchant_035,1,2412.77,1,546.54,0.589,0,4,597,0,14,sess_002287_2,legit,0
sess_002287_a3,sess_002287,114,2026-01-20T15:13:56,274.2,1,subscriptions,merchant_044,1,2412.77,1,546.54,0.502,1,4,206,0,15,sess_002287_3,legit,0
sess_002288_a0,sess_002288,114,2026-02-02T08:49:53,801.12,1,subscriptions,merchant_044,1,2412.77,1,546.54,1.466,1,2,548,1,8,sess_002288_0,legit,0
sess_002288_a1,sess_002288,114,2026-02-02T09:06:14,370.9,1,fashion,merchant_032,0,2412.77,1,546.54,0.679,0,3,536,0,9,sess_002288_1,legit,0
sess_002289_a0,sess_002289,114,2026-05-24T05:39:32,846.54,1,subscriptions,merchant_035,1,2412.77,1,546.54,1.549,1,3,564,0,5,sess_002289_0,legit,0
sess_002289_a1,sess_002289,114,2026-05-24T05:53:54,438.84,1,subscriptions,merchant_027,1,2412.77,1,546.54,0.803,1,3,450,0,5,sess_002289_1,legit,0
sess_002289_a2,sess_002289,114,2026-05-24T05:53:09,365.59,1,subscriptions,merchant_044,1,2412.77,1,546.54,0.669,1,3,399,0,5,sess_002289_2,legit,0
sess_002290_a0,sess_002290,114,2026-07-12T08:32:28,482.55,1,subscriptions,merchant_016,0,2412.77,1,546.54,0.883,1,5,328,0,8,sess_002290_0,merchant_substitution,1
sess_002290_a1,sess_002290,114,2026-07-12T08:41:22,270.66,2,subscriptions,merchant_035,1,2412.77,1,546.54,0.495,1,5,453,0,8,sess_002290_1,quantity_manipulation,1
sess_002290_a2,sess_002290,114,2026-07-12T08:41:06,3284.58,1,groceries,merchant_027,1,2412.77,1,546.54,6.01,0,4,347,0,8,sess_002290_2,amount_manipulation,1
sess_002291_a0,sess_002291,114,2026-04-23T16:48:05,675.08,1,subscriptions,merchant_016,0,2412.77,1,546.54,1.235,1,2,299,0,16,sess_002291_0,legit,0
sess_002291_a1,sess_002291,114,2026-04-23T16:58:14,897.06,1,subscriptions,merchant_044,1,2412.77,1,546.54,1.641,1,2,159,0,16,sess_002291_1,legit,0
sess_002291_a2,sess_002291,114,2026-04-23T16:58:36,654.22,1,subscriptions,merchant_052,0,2412.77,1,546.54,1.197,1,2,46,1,16,sess_002291_2,legit,0
sess_002291_a3,sess_002291,114,2026-04-23T17:17:08,422.77,1,subscriptions,merchant_027,1,2412.77,1,546.54,0.774,1,2,107,1,17,sess_002291_3,legit,0
sess_002292_a0,sess_002292,114,2026-07-01T09:46:22,617.74,1,subscriptions,merchant_044,1,2412.77,1,546.54,1.13,1,4,445,1,9,sess_002292_0,legit,0
sess_002292_a1,sess_002292,114,2026-07-01T09:53:22,457.83,1,subscriptions,merchant_027,1,2412.77,1,546.54,0.838,1,5,415,1,9,sess_002292_1,legit,0
sess_002292_a2,sess_002292,114,2026-07-01T09:51:00,851.81,1,subscriptions,merchant_035,1,2412.77,1,546.54,1.559,1,2,344,0,9,sess_002292_2,legit,0
sess_002292_a3,sess_002292,114,2026-07-01T09:58:04,714.76,1,subscriptions,merchant_016,0,2412.77,1,546.54,1.308,1,5,114,1,9,sess_002292_3,legit,0
sess_002293_a0,sess_002293,114,2026-03-08T22:28:01,619.08,1,travel,merchant_037,0,2412.77,1,546.54,1.133,0,2,483,0,22,sess_002293_0,legit,0
sess_002293_a1,sess_002293,114,2026-03-08T22:45:36,509.76,1,subscriptions,merchant_027,1,2412.77,1,546.54,0.933,1,5,446,1,22,sess_002293_1,legit,0
sess_002293_a2,sess_002293,114,2026-03-08T22:49:36,389.29,1,subscriptions,merchant_035,1,2412.77,1,546.54,0.712,1,5,39,1,22,sess_002293_2,legit,0
sess_002294_a0,sess_002294,114,2026-03-20T06:09:55,708.46,1,subscriptions,merchant_035,1,2412.77,1,546.54,1.296,1,5,558,1,6,sess_002294_0,legit,0
sess_002294_a1,sess_002294,114,2026-03-20T06:05:50,363.39,1,subscriptions,merchant_035,1,2412.77,1,546.54,0.665,1,3,155,1,6,sess_002294_1,legit,0
sess_002295_a0,sess_002295,114,2026-04-28T16:30:10,656.25,1,subscriptions,merchant_009,0,2412.77,1,546.54,1.201,1,2,64,1,16,sess_002295_0,legit,0
sess_002295_a1,sess_002295,114,2026-04-28T16:33:12,228.2,1,subscriptions,merchant_035,1,2412.77,1,546.54,0.418,1,3,466,0,16,sess_002295_1,legit,0
sess_002296_a0,sess_002296,114,2026-03-31T01:15:49,567.01,1,subscriptions,merchant_053,0,2412.77,1,546.54,1.037,1,3,25,0,1,sess_002296_0,legit,0
sess_002296_a1,sess_002296,114,2026-03-31T01:19:18,360.3,1,subscriptions,merchant_024,0,2412.77,1,546.54,0.659,1,4,117,1,1,sess_002296_1,legit,0
sess_002297_a0,sess_002297,114,2026-07-15T20:14:51,630.7,1,subscriptions,merchant_027,1,2412.77,1,546.54,1.154,1,4,362,0,20,sess_002297_0,legit,0
sess_002297_a1,sess_002297,114,2026-07-15T20:25:56,447.76,1,subscriptions,merchant_013,0,2412.77,1,546.54,0.819,1,4,272,1,20,sess_002297_1,legit,0
sess_002297_a2,sess_002297,114,2026-07-15T20:28:36,769.45,1,subscriptions,merchant_027,1,2412.77,1,546.54,1.408,1,3,72,0,20,sess_002297_2,legit,0
sess_002298_a0,sess_002298,114,2026-05-01T05:20:38,707.25,1,travel,merchant_027,1,2412.77,1,546.54,1.294,0,3,498,1,5,sess_002298_0,legit,0
sess_002298_a1,sess_002298,114,2026-05-01T05:23:32,667.07,1,subscriptions,merchant_018,0,2412.77,1,546.54,1.221,1,5,41,1,5,sess_002298_1,legit,0
sess_002298_a2,sess_002298,114,2026-05-01T05:25:33,576.78,1,fashion,merchant_035,1,2412.77,1,546.54,1.055,0,2,455,0,5,sess_002298_2,legit,0
sess_002299_a0,sess_002299,114,2026-06-08T20:32:46,273.68,1,fashion,merchant_027,1,2412.77,1,546.54,0.501,0,2,223,1,20,sess_002299_0,legit,0
sess_002299_a1,sess_002299,114,2026-06-08T20:40:16,487.0,1,travel,merchant_035,1,2412.77,1,546.54,0.891,0,4,496,1,20,sess_002299_1,legit,0
sess_002299_a2,sess_002299,114,2026-06-08T20:31:57,519.69,1,subscriptions,merchant_035,1,2412.77,1,546.54,0.951,1,3,260,0,20,sess_002299_2,legit,0
sess_002299_a3,sess_002299,114,2026-06-08T20:42:08,333.13,1,subscriptions,merchant_000,0,2412.77,1,546.54,0.61,1,5,50,1,20,sess_002299_3,legit,0
sess_002299_a4,sess_002299,114,2026-06-08T20:30:35,336.45,1,subscriptions,merchant_044,1,2412.77,1,546.54,0.616,1,3,304,1,20,sess_002299_4,legit,0
sess_002300_a0,sess_002300,114,2026-04-21T15:09:09,894.93,1,subscriptions,merchant_044,1,2412.77,1,546.54,1.637,1,3,527,0,15,sess_002300_0,legit,0
sess_002300_a1,sess_002300,114,2026-04-21T15:09:54,690.28,1,groceries,merchant_027,1,2412.77,1,546.54,1.263,0,2,246,0,15,sess_002300_1,legit,0
sess_002300_a2,sess_002300,114,2026-04-21T15:13:06,645.43,1,subscriptions,merchant_044,1,2412.77,1,546.54,1.181,1,2,46,0,15,sess_002300_2,legit,0
sess_002301_a0,sess_002301,115,2026-06-27T18:34:17,1123.33,1,travel,merchant_059,1,7186.99,1,1128.18,0.996,1,5,597,1,18,sess_002301_0,legit,0
sess_002302_a0,sess_002302,115,2026-04-29T04:32:54,982.14,1,travel,merchant_003,1,7186.99,1,1128.18,0.871,1,5,48,0,4,sess_002302_0,legit,0
sess_002302_a1,sess_002302,115,2026-04-29T04:34:52,1224.28,1,travel,merchant_027,1,7186.99,1,1128.18,1.085,1,2,393,0,4,sess_002302_1,legit,0
sess_002302_a2,sess_002302,115,2026-04-29T04:50:57,1628.38,1,travel,merchant_056,0,7186.99,1,1128.18,1.443,1,5,130,1,4,sess_002302_2,legit,0
sess_002302_a3,sess_002302,115,2026-04-29T05:07:36,1907.99,1,travel,merchant_059,1,7186.99,1,1128.18,1.691,1,2,63,0,5,sess_002302_3,legit,0
sess_002302_a4,sess_002302,115,2026-04-29T04:53:25,525.83,1,books,merchant_003,1,7186.99,1,1128.18,0.466,0,5,546,1,4,sess_002302_4,legit,0
sess_002303_a0,sess_002303,115,2026-07-14T10:03:35,1051.45,1,travel,merchant_059,1,7186.99,1,1128.18,0.932,1,2,282,0,10,sess_002303_0,legit,0
sess_002303_a1,sess_002303,115,2026-07-14T10:13:12,642.22,1,travel,merchant_059,1,7186.99,1,1128.18,0.569,1,3,326,1,10,sess_002303_1,legit,0
sess_002303_a2,sess_002303,115,2026-07-14T10:07:03,919.81,1,fashion,merchant_003,1,7186.99,1,1128.18,0.815,0,3,91,0,10,sess_002303_2,legit,0
sess_002303_a3,sess_002303,115,2026-07-14T10:36:12,1439.21,1,travel,merchant_027,1,7186.99,1,1128.18,1.276,1,4,570,0,10,sess_002303_3,legit,0
sess_002304_a0,sess_002304,115,2026-02-10T21:53:05,1787.34,1,travel,merchant_027,1,7186.99,1,1128.18,1.584,1,2,41,0,21,sess_002304_0,legit,0
